loan_amount,annual_income,credit_score,employment_years,debt_to_income,num_credit_lines,num_delinquencies,loan_purpose,default
22972,143695,727,26,0.32,15,5,home,1
41419,94495,695,19,0.52,9,1,auto,0
2167,141241,508,28,0.12,12,7,education,1
28192,48261,800,28,0.39,5,6,home,0
2062,126601,762,20,0.36,8,1,personal,0
19540,81260,526,20,0.2,15,3,business,0
25244,124998,674,0,0.26,7,4,home,0
22545,101371,799,18,0.73,19,8,personal,0
22689,104793,392,1,0.25,13,9,auto,1
12174,23346,759,11,0.2,1,1,education,1
23925,116343,620,22,0.43,11,6,auto,0
38497,115954,309,12,0.52,13,4,auto,1
10348,76176,602,13,0.56,2,1,education,0
24714,72300,621,4,0.58,19,9,home,1
39102,31340,755,2,0.08,11,2,education,0
9924,144345,577,26,0.33,1,4,personal,0
38098,145467,837,23,0.59,1,9,auto,1
25394,53012,692,16,0.68,8,0,education,0
7801,55393,394,0,0.47,13,6,business,0
38614,122153,406,13,0.09,8,0,education,0
7731,95133,689,5,0.33,2,5,education,1
49136,45557,825,16,0.1,8,5,personal,1
24625,84204,370,3,0.57,14,0,auto,0
18337,93273,675,5,0.09,2,6,personal,0
36307,132328,667,0,0.18,13,7,personal,1
8056,130304,350,28,0.34,5,2,business,0
12516,126637,442,8,0.37,1,9,personal,0
45261,37276,718,3,0.33,9,0,personal,0
2542,74639,847,8,0.37,10,1,business,0
22677,141939,799,8,0.55,11,0,home,0
47732,27310,466,28,0.31,18,8,personal,0
40081,55167,559,21,0.43,17,3,education,0
28569,122944,491,12,0.26,6,6,personal,1
24322,104880,501,22,0.3,11,4,auto,0
20065,30391,484,28,0.48,4,8,education,1
18924,142013,457,16,0.39,1,8,education,1
23556,70621,398,20,0.56,1,5,home,1
27962,30892,540,2,0.44,18,4,auto,1
29295,96733,790,25,0.61,5,9,auto,1
14807,98586,501,25,0.36,16,0,auto,0
43348,56142,808,28,0.39,2,3,personal,0
27432,65679,395,5,0.52,9,4,personal,1
18749,61615,789,19,0.2,2,8,education,0
42459,67553,517,14,0.32,5,1,home,0
27256,129264,826,28,0.49,17,1,personal,0
41262,99071,572,13,0.07,19,2,personal,0
38080,61002,518,12,0.36,10,2,home,0
2324,128807,631,8,0.47,8,6,auto,0
26731,142611,752,22,0.73,11,0,education,1
36909,90658,451,14,0.66,13,1,personal,1
24803,29852,646,13,0.25,13,0,home,0
20870,25387,713,3,0.41,9,8,home,1
35578,147571,826,28,0.09,5,9,auto,1
7588,117295,730,10,0.22,18,8,business,0
39069,125935,678,21,0.59,8,2,business,1
27790,59994,727,1,0.14,14,2,business,0
26289,123412,383,29,0.23,2,0,business,0
29178,136912,491,15,0.71,16,4,personal,1
29710,120414,340,18,0.63,1,2,home,0
16485,53725,608,15,0.6,13,1,education,0
45482,92682,677,26,0.66,18,2,personal,1
21652,20560,435,6,0.57,1,7,business,1
5748,144210,405,10,0.13,7,7,education,0
22233,76565,818,11,0.41,4,0,education,0
10435,21312,841,3,0.36,10,1,business,0
4709,38205,425,29,0.27,8,0,education,0
31355,145882,656,15,0.63,3,7,personal,1
14116,31595,699,27,0.37,7,0,auto,0
26470,107566,378,25,0.09,16,5,personal,0
43344,41329,688,15,0.24,10,9,personal,1
43918,123678,834,6,0.21,13,7,auto,1
40298,88187,373,24,0.67,1,7,business,1
43956,148509,304,29,0.5,7,6,business,0
15683,95542,762,12,0.44,10,7,auto,0
1504,128237,381,4,0.4,12,7,personal,0
34982,139389,836,29,0.51,14,9,home,1
35299,146688,704,0,0.58,11,2,education,1
29016,134476,813,4,0.44,17,1,education,0
24960,55645,577,21,0.71,9,3,education,0
34591,107502,523,13,0.73,8,4,home,1
18312,113382,367,10,0.75,10,1,personal,1
38797,107310,619,1,0.52,4,7,business,1
47196,89619,318,23,0.7,5,7,auto,1
3105,53513,642,28,0.33,18,3,education,0
37395,28749,642,17,0.65,6,4,home,1
46740,50783,396,14,0.69,10,4,auto,1
23700,80645,351,13,0.68,18,4,personal,0
35620,102861,474,24,0.63,11,8,home,1
38678,73175,637,29,0.33,5,8,home,0
21559,104216,652,12,0.16,3,3,auto,0
28509,82709,690,1,0.28,18,0,auto,0
28860,37323,414,18,0.59,4,7,education,1
12003,70762,647,7,0.21,8,0,personal,0
22732,108220,300,26,0.38,17,6,auto,0
26826,84222,362,21,0.45,10,3,education,0
31354,54493,525,16,0.47,19,0,education,1
14843,78328,722,14,0.71,1,3,auto,0
45472,144467,318,19,0.51,2,6,home,1
49529,32213,330,20,0.6,11,7,home,1
7190,117367,323,13,0.46,15,1,home,1
18640,127832,510,26,0.63,1,8,education,1
39413,66930,460,2,0.23,9,4,home,1
43356,47713,554,16,0.2,8,7,personal,0
45597,127157,413,2,0.7,1,1,home,1
41821,92723,803,12,0.54,10,1,home,0
4330,118336,519,24,0.52,17,3,education,0
20087,52583,656,17,0.38,18,3,business,0
42430,148792,468,0,0.31,16,2,personal,0
25504,133197,823,6,0.44,2,4,education,1
8114,99944,541,28,0.13,17,1,personal,0
14323,42369,674,22,0.37,4,0,personal,0
35121,67928,438,4,0.37,7,3,home,0
11975,88950,396,1,0.43,9,5,personal,0
12023,135844,446,29,0.49,3,5,home,0
22447,39510,481,16,0.72,5,1,personal,1
25933,142940,356,28,0.51,18,5,business,0
24959,32120,341,20,0.67,17,3,personal,1
1667,119847,842,9,0.44,7,9,auto,1
30703,118575,301,3,0.49,14,0,home,0
10337,149269,587,8,0.1,15,0,business,0
47427,25295,437,20,0.14,14,1,home,1
37487,40460,811,10,0.46,9,3,business,0
20129,34963,521,25,0.33,16,7,home,1
41251,97116,630,11,0.61,19,2,auto,0
32921,107822,703,11,0.43,1,4,auto,0
34307,47328,807,17,0.67,8,2,business,0
28355,104629,426,3,0.73,18,7,education,1
38732,144034,564,28,0.15,2,3,home,1
5835,41605,314,27,0.33,4,7,education,1
21159,130901,525,8,0.52,1,7,personal,0
39810,64813,404,7,0.26,19,8,auto,1
48605,66371,792,18,0.24,11,1,home,0
41080,128241,618,23,0.62,6,9,auto,1
39088,67598,518,12,0.74,19,6,personal,1
14216,80776,576,1,0.59,14,9,business,1
36547,143217,640,18,0.42,19,0,home,0
32471,92258,751,13,0.36,13,3,home,0
18308,60969,668,4,0.43,12,3,home,0
28532,56912,773,26,0.37,10,3,business,0
35349,58374,489,27,0.4,19,6,auto,0
46445,92302,718,29,0.19,11,4,business,0
6713,82784,794,25,0.68,12,4,auto,1
5804,69882,338,9,0.58,7,2,home,1
11136,35928,461,23,0.53,8,9,business,1
1009,41274,420,16,0.71,17,4,personal,0
20255,149994,698,19,0.25,3,4,business,1
24793,54416,561,15,0.11,6,7,auto,0
30548,106148,428,16,0.63,12,1,home,1
38892,80998,839,0,0.75,15,7,auto,1
2015,120434,655,27,0.45,7,3,education,0
28712,132696,731,20,0.09,6,8,home,0
35961,49047,364,21,0.6,12,7,personal,0
9415,63356,517,14,0.1,12,4,personal,0
47318,57134,726,16,0.43,4,4,education,0
48280,87042,373,10,0.24,9,8,auto,0
24833,71310,759,21,0.69,17,4,personal,1
5158,137604,724,4,0.37,2,8,auto,0
21309,100758,491,3,0.68,5,5,home,1
7970,32363,488,25,0.26,10,0,business,0
7938,105149,311,20,0.32,6,7,home,0
22168,64563,538,23,0.71,6,0,auto,0
47540,50628,752,8,0.19,5,1,education,0
21384,128162,682,26,0.45,8,5,home,0
19017,130920,347,15,0.32,3,4,personal,1
11344,140953,616,29,0.59,14,1,home,0
41034,89672,508,11,0.14,5,5,home,1
9702,66246,846,17,0.36,15,6,home,0
1384,31161,418,21,0.54,9,2,education,1
1404,120993,614,2,0.33,15,7,auto,0
41943,109110,335,14,0.09,19,3,education,0
48926,112438,762,17,0.54,16,9,personal,1
30189,22810,702,11,0.4,8,8,auto,1
13763,79860,406,29,0.06,15,6,personal,1
19384,97199,338,12,0.48,11,2,auto,0
33606,91688,479,0,0.69,4,4,auto,1
10860,85548,311,3,0.13,10,8,home,0
39757,82363,638,7,0.46,10,8,home,0
16106,31162,847,18,0.56,2,7,education,1
24574,107858,425,20,0.1,8,7,auto,1
24524,93535,362,29,0.07,8,8,personal,0
4636,27219,381,25,0.37,9,4,home,1
11916,90864,598,20,0.6,2,8,personal,1
5809,23621,333,4,0.16,14,5,home,0
33201,138371,348,10,0.64,2,5,auto,0
14456,109792,356,24,0.51,4,9,personal,1
49212,64433,408,23,0.28,3,5,education,1
39765,139998,816,23,0.41,14,6,education,0
35816,96850,323,28,0.73,16,8,education,0
46106,146344,520,28,0.2,15,2,home,0
18100,86188,614,16,0.4,7,5,home,0
22949,74951,593,16,0.49,18,9,education,1
5544,101718,309,1,0.15,6,4,personal,0
38744,127116,780,29,0.08,16,3,home,0
46543,56558,566,23,0.06,11,7,education,1
43783,148938,387,25,0.28,2,2,home,0
27657,35659,754,0,0.1,2,1,business,0
37187,54413,832,3,0.61,14,3,personal,0
48198,30435,447,8,0.75,9,2,auto,1
8239,139200,730,1,0.09,12,6,personal,1
15489,73911,541,2,0.35,3,3,auto,1
44125,48067,365,26,0.07,5,9,education,0
29538,107794,677,5,0.14,9,8,home,0
33049,113823,687,12,0.28,3,4,education,0
38131,89224,508,14,0.33,18,2,auto,1
43944,93225,714,10,0.71,2,1,business,1
9427,21379,315,9,0.33,4,5,auto,1
42348,122547,596,2,0.4,13,5,home,0
25285,128541,519,19,0.22,17,0,business,0
38626,47624,666,8,0.05,9,6,home,0
43808,111500,528,24,0.68,19,4,business,0
23928,108427,739,9,0.11,14,6,home,0
20198,134634,831,20,0.72,13,3,auto,0
20758,142507,749,22,0.14,5,4,auto,1
16254,148701,335,24,0.47,18,6,auto,1
45238,77745,721,23,0.75,15,5,auto,1
2252,71805,488,26,0.15,11,0,business,0
40764,123915,477,22,0.35,19,0,personal,0
13173,140815,614,11,0.6,5,1,personal,0
38441,32516,319,7,0.07,7,2,education,0
27698,99422,681,20,0.53,2,0,personal,1
16781,105843,442,20,0.11,19,9,education,0
14051,149560,361,20,0.22,16,1,auto,1
40649,44843,541,16,0.16,3,1,home,0
7949,132020,537,21,0.69,10,6,personal,1
43289,25912,430,4,0.18,12,5,personal,1
9017,41514,422,23,0.08,2,8,auto,1
7941,107359,739,7,0.46,8,9,auto,1
26934,77032,641,17,0.29,9,4,personal,0
24386,48797,718,10,0.33,12,2,auto,0
11209,26449,754,21,0.13,5,0,personal,1
18715,21725,497,27,0.57,13,0,home,0
29920,101406,581,26,0.47,5,1,home,0
32703,29304,300,9,0.3,15,2,education,1
43318,93058,631,25,0.17,5,9,personal,0
5637,145555,511,14,0.47,5,9,home,1
5854,33663,386,5,0.6,4,4,home,1
44088,90320,360,18,0.27,16,6,business,1
38660,95008,394,16,0.07,18,3,home,1
40811,135920,446,22,0.2,10,9,education,1
20856,114488,545,9,0.53,3,5,home,1
22833,147418,596,4,0.74,10,5,auto,0
20963,95591,422,27,0.06,13,1,business,0
37932,115044,755,15,0.26,3,5,personal,0
28169,32676,698,11,0.09,4,4,education,0
8941,45192,530,25,0.27,13,5,home,1
15388,44722,833,20,0.33,14,3,personal,0
6569,27446,701,26,0.69,4,0,home,0
5300,139304,429,23,0.11,12,8,business,0
40037,24725,591,27,0.59,16,2,personal,1
37586,105597,575,4,0.33,10,0,auto,0
13015,133073,675,20,0.62,17,3,auto,0
46002,108207,354,0,0.41,7,6,personal,0
7254,77632,325,1,0.08,4,3,auto,1
18144,86945,740,4,0.71,12,3,education,0
25214,93741,496,22,0.11,10,8,business,0
41118,36365,542,18,0.47,2,5,education,0
16183,85792,489,27,0.66,14,8,personal,0
7238,84857,575,14,0.11,8,1,education,1
7090,136409,708,0,0.44,10,6,business,0
12637,35704,639,10,0.63,6,6,business,1
23415,70575,452,27,0.74,2,7,personal,1
25071,49902,697,17,0.56,14,9,education,0
46415,139641,743,2,0.24,11,8,business,0
43679,121294,726,27,0.54,2,7,personal,0
42240,21195,786,8,0.54,4,1,business,0
19271,139247,503,23,0.54,6,2,home,0
37034,73517,411,3,0.65,4,1,home,0
34434,54012,624,23,0.11,5,0,business,0
5188,31415,557,12,0.13,6,6,personal,0
11161,59534,827,8,0.5,9,7,home,0
29732,41686,649,2,0.72,16,4,business,0
12314,97198,734,15,0.38,11,9,auto,0
24954,134514,725,21,0.72,11,8,education,1
22508,48743,579,7,0.71,10,3,business,0
22969,52161,670,25,0.68,1,0,home,0
46659,81313,548,6,0.69,17,3,business,0
38545,135994,480,24,0.68,8,4,personal,1
37668,128617,377,22,0.62,16,7,home,0
24061,22402,635,16,0.54,6,4,personal,0
14716,83190,349,24,0.07,14,9,personal,1
40749,135184,384,27,0.14,2,8,personal,0
40144,72551,303,15,0.14,9,5,business,0
17907,33275,616,20,0.07,4,7,home,0
19777,48182,410,21,0.13,19,2,personal,0
28693,34915,633,17,0.69,17,2,auto,1
43928,20909,432,15,0.51,1,8,education,1
27329,134110,418,14,0.27,2,5,business,1
47892,85908,649,1,0.61,17,3,auto,0
17282,147337,841,28,0.39,2,7,home,1
24624,42620,354,19,0.15,3,3,education,1
24321,54112,660,3,0.67,4,3,personal,0
11488,94051,752,4,0.29,13,6,auto,0
23574,22431,629,6,0.54,12,6,auto,1
6240,106590,518,28,0.25,5,7,personal,0
44221,82175,507,26,0.4,14,9,personal,1
11478,137472,384,27,0.62,6,6,auto,1
46162,52624,544,14,0.16,1,7,home,0
20262,96121,634,16,0.73,16,7,business,1
5432,81264,511,9,0.1,6,6,home,1
30721,133766,482,19,0.42,13,0,home,0
14568,51958,432,28,0.69,13,3,business,1
15178,144095,649,8,0.71,11,2,home,1
23195,21695,581,15,0.21,16,8,education,0
1302,120211,592,23,0.15,14,9,personal,1
18022,139502,568,2,0.56,11,7,auto,0
1055,69932,496,21,0.08,5,8,business,1
46781,119323,836,26,0.39,10,4,home,1
9717,64225,319,8,0.61,15,4,auto,1
29699,21403,704,7,0.44,7,9,education,0
9150,103346,414,22,0.18,3,4,home,0
3125,94391,325,6,0.39,11,1,home,0
45247,58636,694,16,0.69,9,6,home,0
49513,30839,680,4,0.48,10,7,education,0
17748,85546,822,6,0.56,4,4,personal,0
40577,124634,838,29,0.29,18,7,auto,0
5621,67829,382,12,0.18,14,5,home,0
16034,29230,849,17,0.23,9,3,home,0
47391,71977,744,21,0.42,16,6,education,0
6126,60232,386,13,0.25,2,7,education,0
6122,133050,686,17,0.43,7,8,auto,1
19030,121307,697,2,0.55,5,4,auto,1
18302,114792,585,16,0.56,17,8,home,1
20181,45651,668,18,0.17,11,7,home,0
39638,117919,721,6,0.58,4,0,home,0
2531,59963,742,20,0.52,17,7,home,1
41940,75872,819,3,0.06,5,7,home,0
41441,137776,587,14,0.09,4,6,education,1
24333,99198,394,28,0.5,10,0,personal,0
40650,33739,340,27,0.32,3,5,auto,1
35674,83294,630,23,0.15,6,1,education,0
36854,68356,454,7,0.08,8,5,business,1
47271,21789,803,15,0.16,5,1,business,1
9152,39420,574,0,0.72,8,1,business,1
39518,109297,478,24,0.56,10,6,auto,1
46540,125902,436,15,0.42,19,9,home,1
11267,57606,479,29,0.71,4,0,business,0
26289,58640,481,24,0.48,6,4,business,1
2062,138341,558,1,0.56,3,0,personal,1
30926,64135,542,1,0.25,4,8,education,0
7229,57067,395,7,0.46,4,4,auto,1
48915,78420,496,11,0.15,5,4,auto,0
5632,37357,825,10,0.33,15,3,personal,0
40056,59851,686,5,0.07,16,2,business,0
4596,58262,707,18,0.2,6,7,personal,0
45243,144745,568,27,0.1,18,6,home,1
7168,96853,470,17,0.32,12,8,business,1
43563,78643,469,4,0.64,7,5,auto,0
8561,138094,458,14,0.31,12,0,education,0
9258,41534,808,7,0.63,14,4,personal,1
17616,111270,746,5,0.51,13,4,personal,0
27734,121433,381,11,0.41,11,6,auto,0
7371,52872,356,18,0.22,11,9,business,1
27069,125737,818,11,0.7,2,0,business,0
15369,27689,411,11,0.09,14,0,business,0
13910,89103,347,8,0.53,15,5,education,0
8943,106268,675,23,0.48,1,5,education,0
13199,106310,332,9,0.36,12,8,business,0
16728,108731,803,21,0.22,14,2,education,0
24275,135869,302,16,0.35,18,4,personal,0
7738,57412,785,17,0.66,3,4,business,1
16913,67734,815,15,0.64,12,0,education,0
36240,129634,341,3,0.71,5,5,personal,1
20123,107793,308,17,0.27,3,3,personal,0
49447,89930,441,2,0.32,7,5,education,1
35529,121838,735,15,0.06,16,7,business,0
11167,42228,326,13,0.71,17,7,business,0
11554,140627,342,23,0.28,8,2,education,0
18260,97924,430,8,0.33,15,8,education,1
48045,31319,515,5,0.69,15,3,home,0
4812,26475,819,3,0.42,8,0,personal,0
29024,117091,644,26,0.45,11,8,business,0
28285,103694,807,1,0.17,10,4,auto,0
27900,34728,712,22,0.4,18,7,personal,0
2605,130310,545,9,0.69,9,6,business,1
6622,49545,748,10,0.44,16,4,home,0
7767,116636,320,6,0.23,1,7,personal,1
28139,142971,707,25,0.07,6,0,personal,0
12613,101686,756,24,0.29,2,3,business,0
11589,118750,743,4,0.45,13,4,auto,0
14918,118412,564,25,0.08,6,3,education,0
21119,81756,483,3,0.48,9,5,auto,0
28446,88775,526,25,0.42,14,8,home,1
14046,58699,847,5,0.6,7,0,personal,0
25818,56821,545,27,0.07,5,9,business,1
36358,50615,372,1,0.6,7,1,personal,1
5324,33746,449,1,0.41,3,0,education,0
11787,106457,812,15,0.31,13,6,auto,1
10111,42745,368,27,0.73,12,1,auto,1
39110,21245,529,24,0.16,6,8,home,1
17389,137408,371,22,0.43,2,7,business,1
42427,132143,696,22,0.27,15,9,education,0
15043,44853,383,12,0.42,15,0,education,1
29746,47632,598,20,0.44,18,2,business,1
23350,32856,592,6,0.11,17,5,home,1
42605,76893,522,24,0.51,3,2,education,0
1117,90641,515,25,0.49,3,8,home,1
47685,121226,530,4,0.59,9,9,business,1
19935,88049,704,24,0.11,10,9,business,0
48077,78182,468,16,0.26,12,1,business,1
14234,22801,628,12,0.51,1,5,education,0
39328,117881,725,14,0.15,4,1,business,0
1846,99431,495,27,0.52,5,2,education,1
11954,59749,825,2,0.09,17,9,home,0
14703,93757,376,22,0.28,5,8,personal,0
49153,75654,576,3,0.64,4,8,home,0
47514,91574,765,14,0.59,15,1,education,0
23700,117567,747,17,0.5,10,7,auto,0
33043,75381,619,27,0.66,5,2,auto,0
7469,78601,459,29,0.55,14,1,personal,1
31105,35082,791,2,0.41,13,9,business,0
43101,34648,612,6,0.74,19,7,home,0
27386,20364,460,7,0.54,8,2,home,1
46587,54568,607,10,0.47,12,7,education,0
37976,99646,445,24,0.34,19,5,personal,1
40051,91494,695,21,0.68,19,0,business,0
3048,94632,388,25,0.26,6,1,personal,0
40001,27436,607,8,0.06,8,1,auto,0
13941,106713,845,19,0.19,10,6,personal,0
46375,46754,670,11,0.13,17,5,business,0
43533,80194,750,4,0.27,1,1,business,0
2828,44544,466,0,0.63,19,0,home,0
2917,80180,691,13,0.51,12,4,home,1
21618,83295,790,24,0.17,2,1,business,0
33254,32638,449,24,0.6,17,9,home,1
40756,85715,767,24,0.4,7,9,home,1
48362,89409,342,2,0.41,14,5,home,0
21128,148479,328,28,0.3,14,1,business,0
46745,138648,330,14,0.66,12,8,home,1
1009,103106,427,9,0.27,16,4,auto,1
17644,148782,593,25,0.12,18,6,business,0
23422,146839,740,9,0.26,8,3,personal,0
10865,133759,687,23,0.55,2,1,education,0
3219,37157,823,2,0.51,11,2,education,1
40809,65565,846,28,0.18,1,4,auto,0
6287,89996,409,5,0.13,10,0,business,0
35387,133620,627,4,0.51,18,3,personal,0
9512,85888,704,23,0.52,16,3,business,1
2342,76095,544,18,0.31,2,1,personal,1
44336,84947,462,13,0.64,17,8,personal,1
20216,107122,698,16,0.73,16,5,business,1
28534,90880,698,11,0.19,19,8,home,0
15231,24507,792,8,0.45,5,5,education,0
33293,123134,538,25,0.05,6,1,home,0
27614,63988,764,24,0.55,17,0,education,0
37258,118421,331,2,0.34,16,3,home,0
29253,36865,422,17,0.19,16,0,business,0
43078,122591,833,3,0.58,7,7,business,1
41752,149614,409,13,0.62,16,0,personal,1
18988,47213,570,23,0.13,9,4,auto,0
32037,75954,679,5,0.08,6,8,business,1
13219,77450,599,25,0.28,16,0,education,0
1235,24477,548,14,0.49,9,3,personal,0
43929,82222,820,16,0.61,4,7,education,1
2908,26533,333,23,0.43,6,7,home,0
9567,69395,527,4,0.46,14,0,auto,0
37298,145512,698,28,0.61,3,7,business,0
6256,43396,519,5,0.42,17,2,home,0
20019,32755,670,20,0.48,11,6,personal,0
9162,20865,827,25,0.41,8,9,education,0
6415,31173,374,4,0.67,8,0,auto,1
37159,78905,435,18,0.21,4,4,business,0
44925,58097,373,13,0.23,15,3,education,1
6951,53371,553,3,0.14,16,3,business,1
22852,124060,317,4,0.62,11,4,business,0
9007,31254,342,10,0.34,7,2,education,0
42832,24018,349,26,0.29,18,6,business,1
31523,25192,814,1,0.74,6,1,personal,0
24325,22015,602,21,0.7,4,0,auto,1
22204,128154,441,1,0.73,5,5,home,1
16524,88916,501,19,0.15,3,0,auto,0
20282,48343,506,11,0.67,6,6,home,1
24930,89306,714,15,0.28,14,7,personal,0
1077,25829,520,16,0.06,1,1,auto,1
41345,54381,661,3,0.32,14,3,personal,0
21611,131451,380,13,0.41,6,6,education,1
17984,101081,584,6,0.13,3,5,home,1
15060,38263,668,14,0.43,17,1,education,0
18449,123676,791,29,0.62,14,3,education,0
19520,73260,645,15,0.31,19,2,auto,0
44303,63306,503,7,0.3,7,8,business,1
10510,111211,324,1,0.29,11,5,business,1
30287,78418,368,18,0.7,7,1,personal,0
29173,110898,815,0,0.08,13,1,auto,0
40711,20148,791,22,0.36,14,2,education,0
12954,21754,539,3,0.24,11,4,personal,1
8804,46745,660,26,0.68,8,5,education,1
7565,92914,740,25,0.12,12,4,personal,0
6984,131895,330,23,0.34,15,0,home,1
22526,75833,621,20,0.33,10,0,personal,0
38438,40140,643,24,0.67,2,6,personal,0
19574,94907,835,21,0.2,13,9,education,0
10184,80653,654,10,0.5,10,6,business,0
20096,112535,770,9,0.14,17,9,education,1
3192,81521,404,17,0.72,10,5,auto,1
35016,98315,621,0,0.47,6,8,education,1
12246,51075,826,16,0.49,1,1,business,0
46558,50697,803,15,0.35,17,0,auto,0
19381,143804,384,11,0.29,1,5,business,1
37455,74544,534,27,0.2,5,5,auto,0
27727,29795,562,29,0.47,15,8,education,0
5018,84555,305,29,0.72,1,9,business,0
12302,72204,793,15,0.3,17,0,business,0
2970,123996,588,8,0.67,14,0,home,0
42157,89754,649,16,0.15,13,9,home,0
28202,84860,499,2,0.71,11,5,personal,0
32110,123107,634,27,0.3,12,4,home,0
18586,71529,516,17,0.32,6,5,business,1
25519,31672,652,14,0.37,11,5,personal,0
32273,74238,624,14,0.55,2,3,education,0
22951,116578,527,15,0.55,18,9,personal,0
16374,55950,444,27,0.39,12,7,auto,0
6788,31009,607,19,0.42,15,4,personal,1
6408,67096,584,0,0.07,9,5,home,0
26053,39544,691,0,0.26,8,1,education,1
10446,75728,659,3,0.29,18,0,auto,0
1922,49381,464,28,0.44,16,7,personal,1
34187,147769,523,12,0.44,10,5,education,0
11789,45287,423,29,0.55,12,8,home,1
33184,84610,643,3,0.55,12,4,education,1
2120,88122,823,22,0.21,10,7,education,1
45028,88184,351,7,0.59,14,6,auto,1
33154,60081,428,12,0.06,4,9,business,0
18334,103637,434,23,0.55,15,0,home,1
3336,65312,426,7,0.12,9,6,auto,1
39141,107228,370,13,0.56,7,3,auto,1
3243,92943,572,29,0.42,7,5,auto,1
20029,102790,486,27,0.36,9,8,business,1
33265,100770,302,29,0.53,10,8,business,1
38380,72726,584,24,0.08,13,8,personal,1
47714,42211,321,0,0.21,6,4,personal,0
44872,49480,465,8,0.48,4,3,home,0
47197,67780,609,25,0.64,17,5,home,0
24710,77138,776,23,0.32,14,9,business,0
30486,110382,797,0,0.23,3,4,business,0
7371,62503,733,6,0.41,1,9,business,0
7359,77893,533,24,0.49,18,4,auto,0
41631,66193,675,19,0.34,2,7,business,0
36996,134002,545,12,0.66,8,9,auto,1
21103,147543,602,14,0.42,16,4,auto,0
15382,81358,704,28,0.08,4,0,home,0
19755,100857,320,8,0.21,19,4,education,0
36659,98182,556,15,0.37,10,4,personal,0
4756,140457,698,16,0.54,17,4,personal,0
21609,42117,828,8,0.2,17,2,home,0
49538,148333,350,5,0.73,7,8,home,1
17478,79056,746,19,0.27,9,4,business,0
36442,137928,569,11,0.42,7,1,business,1
40666,78706,561,15,0.06,3,4,business,1
11147,90429,664,27,0.67,12,8,auto,1
34561,29476,348,20,0.6,4,7,auto,0
35884,102806,817,14,0.19,17,5,business,0
6779,75006,417,6,0.7,3,8,auto,1
13298,107238,752,9,0.27,11,6,home,0
15153,136946,696,28,0.53,8,1,business,0
44879,89918,326,3,0.62,2,0,personal,0
11789,83155,671,23,0.57,14,2,personal,1
45165,87321,396,2,0.69,4,3,auto,1
13999,65798,828,17,0.65,16,8,personal,1
1814,97271,485,0,0.75,14,4,business,0
11541,50177,514,29,0.18,7,1,personal,0
25938,116248,550,12,0.26,10,9,home,1
3443,148022,515,21,0.5,12,4,auto,0
11457,142415,328,17,0.56,8,1,personal,1
11380,102215,401,7,0.42,11,8,auto,0
8783,63013,422,10,0.1,13,5,home,0
45241,120901,353,9,0.64,12,4,personal,1
18368,102600,582,28,0.72,7,1,business,1
16328,116099,416,3,0.33,12,6,education,1
